timestamp,run_id,label,scenario,sensor,event_type,proto,app_proto,src_ip,src_port,dest_ip,dest_port,pkts_toserver,pkts_toclient,bytes_toserver,bytes_toclient,flow_state,modbus_function,modbus_access,modbus_address,modbus_quantity,modbus_value,engine_rpm,ballast_level,ballast_setpoint,rpm_command,heading_cmd,heading,rudder_angle,gen_load,bus_freq,load_cmd,alert_signature,alert_sid,src_port_role,write_band,read_band,source_dataset,register_space,macyste_decoded,governor_left,governor_right,rudder_command,hydraulic_pump_rpm_left,fuel_flow_left,pressure_valve_flow_left,hydraulic_pressure_left,oil_temperature_left,hydraulic_pump_rpm_right,fuel_flow_right,pressure_valve_flow_right,hydraulic_pressure_right,oil_temperature_right,oil_level_left,oil_level_right,expansion_oil_level_common,expansion_oil_level_left,expansion_oil_level_right,rudder_angle_actual,throttle_command_left,throttle_command_right,eve_timestamp,flow_start,flow_end,flow_duration,phase,flow_spans_phase_boundary
2026-07-26T11:48:32.363807+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,16,WRITE | HOLDING | MULTIPLE | WRITE_MULTIPLE,0,2,\xcc\xcd?,,,,,,,,,,,,,registered,write_unknown,na,macyste,holding,1,0.550000011920929,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:48:32.363807+0000,,,,authorized_baseline,0
2026-07-26T11:48:32.356689+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42278,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,2,,,,,,,,,,,,,,registered,na,in_scope,macyste,holding,1,0.0,,,,,,,,,,,,,,,,,,,,,2026-07-26T11:48:32.356689+0000,,,,pre-phase,0
2026-07-26T11:48:32.366051+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,16,WRITE | HOLDING | MULTIPLE | WRITE_MULTIPLE,2,2,\xcc\xcd?,,,,,,,,,,,,,registered,write_unknown,na,macyste,holding,1,,0.550000011920929,,,,,,,,,,,,,,,,,,,,2026-07-26T11:48:32.366051+0000,,,,authorized_baseline,0
2026-07-26T11:48:32.366386+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,16,WRITE | HOLDING | MULTIPLE | WRITE_MULTIPLE,4,2,<n6\x9d,,,,,,,,,,,,,registered,write_unknown,na,macyste,holding,1,,,4.685999556386378e-06,,,,,,,,,,,,,,,,,,,2026-07-26T11:48:32.366386+0000,,,,authorized_baseline,0
2026-07-26T11:48:32.366611+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,6,,,,,,,,,,,,,,registered,na,in_scope,macyste,holding,1,0.550000011920929,0.550000011920929,4.685999556386378e-06,,,,,,,,,,,,,,,,,,,2026-07-26T11:48:32.366611+0000,,,,authorized_baseline,0
2026-07-26T11:48:32.407540+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,0,32,,,,,,,,0.0,,,,,,registered,na,scan,macyste,input,1,,,,0.0,0.0,0.0,34.5,20.0,0.0,0.0,0.0,34.5,20.0,100.0,100.0,100.0,15.0,15.0,0.0,,,2026-07-26T11:48:32.407540+0000,,,,authorized_baseline,0
2026-07-26T11:48:32.718587+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,6,,,,,,,,,,,,,,registered,na,in_scope,macyste,holding,1,0.550000011920929,0.550000011920929,4.685999556386378e-06,,,,,,,,,,,,,,,,,,,2026-07-26T11:48:32.718587+0000,,,,authorized_baseline,0
2026-07-26T11:48:32.763762+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,0,32,,,,,,,,0.0156706515699625,,,,,,registered,na,scan,macyste,input,1,,,,330.0,6.600000381469727,0.0,39.07731246948242,20.095869064331055,330.0,6.600000381469727,0.0,38.70761489868164,20.09496307373047,100.0,100.0,100.0,15.0,15.0,0.0156706515699625,,,2026-07-26T11:48:32.763762+0000,,,,authorized_baseline,0
2026-07-26T11:48:33.071120+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,3,READ | HOLDING,0,6,,,,,,,,,,,,,,registered,na,in_scope,macyste,holding,1,0.550000011920929,0.550000011920929,4.685999556386378e-06,,,,,,,,,,,,,,,,,,,2026-07-26T11:48:33.071120+0000,,,,authorized_baseline,0
2026-07-26T11:48:33.111523+0000,macyste-20260726T113328Z-normal-r03,normal,macyste_normal,macyste-steering,modbus,TCP,,172.30.70.10,42282,172.30.70.3,502,0,0,0,0,,4,READ | INPUT,0,32,,,,,,,,-0.03401018679141998,,,,,,registered,na,scan,macyste,input,1,,,,805.2000122070312,16.104000091552734,0.0,45.37214279174805,20.31121826171875,805.2000122070312,16.104000091552734,0.0,45.317623138427734,20.309953689575195,100.0,100.0,100.0,15.0,15.0,-0.03401018679141998,,,2026-07-26T11:48:33.111523+0000,,,,authorized_baseline,0
